Recipe_ID,calories,TotalFat,SaturatedFat,Cholesterol,Sodium,Potassium,TotalCarbohydrates,DietaryFiber,Protein,Sugars,VitaminA,VitaminC,Calcium,Iron,Thiamin,Niacin,VitaminB6,Magnesium,Folate
23153,241.0,6.1,1.0,4,479,730,42.9,4.3,5,5,48,16,71,1,0,4,1,45,22
216245,493.0,27.4,13.0,69,626,1250,47,6.8,16.8,13,34600,38,245,2,0,9,1,74,26
126007,324.0,11.9,4.0,61,787,787,34.1,6.8,20.9,6,518,10,92,5,0,8,0,59,157
270369,308.0,14.6,2.0,2,1750,634,37.7,6.5,9.4,13,30,22,143,2,0,4,0,60,91
141846,186.0,5.3,1.0,0,190,341,28,4.8,6.9,1,4439,15,81,3,0,3,0,50,140
223044,484.0,23,5.0,16,2020,1154,53.9,14.4,17.9,8,2971,44,199,5,0,6,1,132,305
262534,335.0,15.3,3.0,26,1854,971,34.2,7.7,14.1,11,4283,22,78,4,0,6,0,68,96
233306,337.0,12.1,4.0,73,1223,467,33.9,8.1,21.7,2,517,9,101,5,0,4,0,42,58
112310,352.0,3.9,1.0,0,595,1583,68.9,14.7,15.1,9,14409,159,252,6,0,6,1,136,207
280025,439.0,25.1,9.0,32,976,326,33.9,2.3,19.2,5,525,11,449,3,0,6,0,33,83
215594,480.0,20.1,6.0,35,571,431,57.6,3.8,17.2,6,880,35,91,4,1,11,0,41,180
274607,546.0,34.7,18.0,183,701,194,35.8,6.4,24.1,2,1278,16,234,2,0,2,0,27,15
61704,406.0,23.7,7.0,48,1156,163,35.6,1.8,15.3,9,266,3,87,1,0,2,0,10,10
256633,714.0,35.6,11.0,77,1625,142,72.5,1.5,26.8,40,398,2,20,3,0,8,0,12,2
278850,439.0,28.6,12.0,77,582,376,24.4,2.4,20.7,2,498,13,272,1,0,7,0,26,18
260678,482.0,27.7,11.0,201,984,317,32.2,1.1,26.4,5,485,1,238,2,0,6,0,25,32
273759,456.0,26.4,12.0,69,1125,236,32.2,1.1,21.2,4,632,3,349,2,0,5,0,22,20
74910,295.0,18.2,9.0,45,712,65,12.8,0,18.5,3,294,0,498,1,0,4,0,16,6
25417,752.0,52.5,18.0,127,2501,727,33.5,3.5,35.2,6,502,55,190,4,1,13,1,59,65
237150,584.0,26,13.0,59,1089,109,64.6,2.5,25.9,4,677,0,302,1,0,1,0,17,15
239433,462.0,23.4,5.0,24,1060,132,44.8,1.3,16.3,7,50,20,66,3,0,4,0,11,5
25146,469.0,26.1,10.0,75,966,476,27.7,2.3,28.3,11,496,3,322,3,0,11,0,39,21
14098,1154.0,53.6,21.0,108,2704,803,120.1,7.8,55.9,17,1980,49,609,2,0,13,0,59,40
54615,543.0,31.9,17.0,69,1174,152,40.6,2.5,22.5,2,190,2,102,3,0,5,0,19,76
246325,466.0,39.7,10.0,26,386,224,17.1,2.1,11.2,2,1141,8,354,2,0,2,0,27,44
246553,271.0,10.6,4.0,19,663,249,33.4,2.7,10.7,1,794,9,174,3,0,5,0,27,81
27374,201.0,8.5,3.0,97,614,149,20,1.1,10.3,2,281,2,57,2,0,4,0,14,69
164994,602.0,29.9,15.0,106,1176,490,45.4,5.9,36.5,3,757,8,256,3,0,9,0,39,18
72079,267.0,14,6.0,28,829,103,22.1,2,13.5,3,2310,3,283,2,0,2,0,23,30
155498,618.0,30.7,14.0,74,990,190,54.7,3.7,30.6,13,579,5,681,2,0,5,0,34,21
68484,731.0,37.6,15.0,94,2050,263,60.6,4.8,41,5,726,4,353,2,0,8,0,34,27
265794,704.0,51.3,16.0,226,2040,1303,30.6,13.7,36.2,10,943,161,913,5,0,11,1,99,243
268520,875.0,46.9,18.0,73,276,358,85.7,3.7,25.2,3,94,0,253,4,1,16,0,71,271
239312,490.0,18.9,7.0,70,1814,1139,52.7,4.5,28.3,12,1570,36,67,6,1,16,1,81,160
269257,785.0,33.1,6.0,98,477,430,91,4.8,30.4,5,694,21,203,6,1,16,0,89,288
264440,662.0,19.7,4.0,20,616,749,97.2,6.5,24,5,974,13,102,6,1,16,0,94,291
264183,850.0,54.4,16.0,106,1162,581,53.8,4,33.7,9,901,2,148,4,1,18,0,73,148
232233,414.0,18.5,6.0,31,1581,1037,44.6,5.2,19.6,10,1008,25,84,5,1,11,0,66,120
257469,329.0,3.9,0.0,13,505,135,53.5,4.6,19.6,1,193,2,21,2,0,8,0,13,4
157674,595.0,15.2,4.0,94,1041,877,83.6,7.3,28.2,15,1525,16,111,7,1,18,1,91,212
23181,351.0,15.3,7.0,66,890,373,34.2,2.8,18,7,522,2,295,2,0,9,0,44,92
233348,137.0,10.2,4.0,26,564,374,6.5,1.5,5.9,4,510,7,26,2,0,3,0,20,8
222000,755.0,34.5,8.0,18,355,321,87.4,3.9,22.9,3,483,7,260,4,1,13,0,71,277
26286,376.0,13.2,5.0,61,1111,399,38.5,3,25.8,4,1521,3,183,3,0,12,0,28,50
17167,355.0,9.8,2.0,7,516,241,53.6,2.8,12.4,2,674,11,92,3,1,9,0,46,165
232227,617.0,42.2,24.0,136,721,470,30.8,2.4,28.4,6,1364,1,275,3,0,12,0,48,91
269500,543.0,31.7,18.0,99,1388,222,46.8,2.1,17.3,3,975,2,279,3,1,8,0,43,140
11973,444.0,21.1,7.0,118,369,258,44.7,2.1,16.4,2,239,2,102,3,1,9,0,42,152
255021,671.0,33.5,18.0,166,573,664,53.1,2.1,37.8,2,1428,5,118,5,1,6,0,37,139
277132,512.0,25.2,10.0,128,431,342,47.5,2.5,21.2,3,393,3,174,3,1,9,0,49,151
11715,557.0,20.3,8.0,68,1002,1122,65.7,6,28.2,11,1462,23,59,6,1,17,1,87,192
148543,439.0,16.5,6.0,53,985,551,47.5,4,24.5,4,329,11,114,4,0,9,0,58,116
269004,606.0,26.6,10.0,53,1651,420,66.1,2.4,29.5,9,1570,11,217,5,1,12,0,52,142
21719,558.0,34.2,18.0,123,1061,473,33.9,2.8,30,6,1205,14,301,2,0,12,0,56,88
8976,283.0,8.2,4.0,47,1174,381,28.2,1.1,23.3,5,687,3,310,2,0,9,0,29,64
231232,719.0,34.4,16.0,144,1510,404,47.8,1.8,51.5,3,800,3,447,5,1,23,1,64,150
240285,396.0,14.1,7.0,122,763,482,46.5,3.9,19.9,10,808,2,246,3,1,11,0,53,129
221971,688.0,30.3,11.0,220,984,414,66.1,3.2,36.3,3,386,0,459,5,1,15,0,76,223
11962,420.0,27.8,9.0,57,564,518,25.7,3.2,15.6,10,564,3,84,2,0,10,0,42,55
239953,582.0,24.3,11.0,91,935,608,59.8,4.7,28.9,10,706,2,296,4,1,14,0,70,153
19356,275.0,8,3.0,15,1069,673,38.5,3.9,12.2,8,1055,14,65,5,1,7,0,47,105
220599,560.0,16.6,8.0,49,1476,748,70,5.7,32.2,19,1240,3,542,3,0,10,0,590,31
263343,388.0,16.8,10.0,102,685,211,46.1,1.7,12.9,3,595,1,148,3,1,7,0,35,127
216053,236.0,6.2,1.0,3,425,313,38.5,3.7,6.8,7,313,1,47,2,0,5,0,26,45
217378,451.0,14,4.0,43,459,895,59.8,7,23.5,3,3023,22,131,6,1,10,1,82,136
63299,336.0,15.2,6.0,20,79,73,40.5,2.5,8.9,0,477,1,79,2,0,3,0,31,102
237065,619.0,17.7,3.0,14,706,907,79.5,6.7,31.2,3,1874,24,161,7,1,18,1,108,238
13370,258.0,5.6,2.0,8,671,369,39.6,4.5,12.1,5,1022,12,43,3,0,6,0,30,107
216095,454.0,8.8,3.0,66,939,1304,53.8,14,40.1,6,8752,10,247,9,0,4,0,124,163
270721,499.0,25.9,8.0,45,1131,1058,44.3,20.5,22.9,6,9346,28,81,3,1,8,1,56,54
241063,327.0,12.9,5.0,45,2200,637,38.4,4.2,16.1,7,3658,19,72,3,0,3,0,53,80
236577,204.0,6.1,3.0,30,335,56,27.3,1.7,10.9,2,363,6,57,0,0,0,0,6,6
76902,365.0,21.8,7.0,43,637,366,27.3,5.9,14.2,4,4292,9,71,3,0,4,0,22,43
50901,587.0,40.6,24.0,138,1591,653,43.4,13.5,15.5,4,5959,17,269,4,0,5,0,80,128
215948,324.0,8.1,1.0,7,1226,145,42.6,11.1,15,2,1877,3,103,6,0,1,0,12,10
12056,454.0,6.9,2.0,5,965,1199,68.8,17.5,27.1,2,175,3,185,5,1,10,0,131,475
262966,429.0,31.5,16.0,88,744,505,24.7,2.7,13.4,3,7282,8,208,2,0,6,0,56,77
13397,333.0,3.1,0.0,0,150,811,59.9,15.7,17.1,5,1702,12,102,5,1,7,0,117,280
233903,275.0,9.4,4.0,42,491,857,33.2,6.5,18.1,6,1601,145,127,3,0,8,1,68,126
13146,571.0,17.7,4.0,14,785,1383,79.6,14.4,25.9,3,161,3,216,9,0,7,0,156,240
269428,217.0,3.1,0.0,0.5,895,725,36.8,14.1,11.8,8,8847,29,100,4,0,4,0,67,197
16820,282.0,16.1,6.0,37,685,153,26.6,0.7,7.3,1,295,3,38,2,0,3,0,16,78
233756,415.0,20.2,8.0,53,1405,681,35.1,3.3,21,13,6086,19,92,2,0,6,0,39,35
16750,237.0,4.2,1.0,66,300,1030,26.2,4.4,25.3,3,1849,25,103,4,0,9,1,74,75
12909,253.0,2.7,1.0,48,995,751,37.8,5.9,20.9,7,2025,15,84,5,0,7,0,61,102
228673,376.0,20.2,5.0,20,615,1318,41.7,9.8,10.9,12,7400,91,115,3,0,6,1,79,119
228968,237.0,11.9,4.0,38,736,772,19.5,4.2,14.7,8,5896,41,111,3,0,7,0,46,56
25749,528.0,11.2,2.0,0,470,683,75.2,6.2,12.4,19,7,16,113,4,0,6,1,66,150
168472,383.0,15.2,5.0,41,1531,1160,35.6,5.4,18.4,10,6907,29,151,7,0,7,1,66,87
55936,389.0,21.2,7.0,61,1582,675,26.7,5.5,22.7,5,3838,16,95,3,1,6,0,62,66
234120,108.0,1,0.0,0,1137,806,24.2,4.3,3.7,16,1769,77,53,1,0,2,0,42,69
172785,489.0,33.5,17.0,89,359,526,22.3,4.3,23,16,7156,33,737,3,0,1,0,27,50
58892,372.0,19.2,6.0,32,1213,247,33.7,2.1,15.4,4,443,3,185,3,0,7,0,33,94
83264,299.0,15.6,6.0,28,820,462,33.8,4.8,10.1,23,3124,14,203,3,0,3,0,79,90
110418,448.0,40.9,11.0,38,823,421,11.9,4.1,10.3,4,1372,18,306,3,0,3,0,51,61
229607,221.0,15.1,7.0,37,79,524,10.7,2.6,10.9,7,3065,28,330,2,0,2,0,35,44
222904,352.0,20.9,4.0,10,684,198,33.1,2.3,7.8,3,410,5,106,2,0,4,0,25,117
143174,249.0,11.5,2.0,0,458,224,34.3,3.8,4.2,2,199,4,37,1,0,0,0,16,20
38225,265.0,16.9,2.0,96,405,571,10.3,2.6,19.3,1,1756,33,88,3,0,5,0,66,94
14443,519.0,27.5,7.0,36,1438,450,50.9,4.5,18.6,6,1010,15,171,4,0,8,0,52,155
242452,131.0,9.3,2.0,9,134,358,8.2,2,4.9,5,1239,20,136,1,0,2,0,22,27
16411,739.0,60.3,15.0,307,791,236,24.1,1.7,26.9,3,1079,20,518,2,0,5,1,28,52
229203,306.0,13.4,3.0,6,147,219,37.2,2.9,9.4,3,397,17,150,2,0,4,0,37,96
231108,399.0,15.3,4.0,12,1042,241,52.9,5.4,14.6,6,822,11,139,3,0,4,0,43,126
22692,847.0,50.3,14.0,67,1912,519,67.9,5,34.1,8,1217,34,675,5,0,11,0,70,26
73214,436.0,18.8,6.0,25,1036,774,52.4,6.2,16.4,6,3317,22,284,6,1,9,0,90,313
222430,358.0,17.1,4.0,24,1375,139,38.2,2.9,13.5,3,272,10,175,3,0,5,0,32,86
238673,75.0,5.6,3.0,15,153,56,2.7,0.7,3.7,0,239,5,15,1,0,0,0,4,4
232475,488.0,19.1,4.0,42,530,764,54.4,4.3,27,14,6934,24,145,6,0,12,0,123,257
88094,391.0,34.6,8.0,22,216,723,15.4,8,8,6,1110,22,191,3,0,3,0,43,95
272480,428.0,30.1,4.0,0,335,611,34.4,4.4,6.2,5,1209,23,82,2,0,4,0,41,127
263721,407.0,12.8,4.0,18,580,425,58.1,5.2,17.5,10,1609,21,274,3,0,6,0,53,30
14292,528.0,38.4,11.0,43,747,273,31.8,2.4,16,5,1486,26,238,2,0,3,0,17,22
201911,282.0,20.6,8.0,45,591,281,6.6,1.3,18,3,1167,12,563,1,0,4,0,27,21
14283,308.0,22.5,4.0,0,1225,789,27.4,8.2,6.1,9,2378,132,182,5,0,3,0,53,138
276333,521.0,29.6,9.0,49,856,207,43.3,2.3,21.5,3,422,2,360,2,0,7,0,42,10
89380,131.0,10.1,3.0,13,169,285,8.5,1.6,3.2,2,697,25,82,1,0,1,0,17,26
228479,298.0,23.1,8.0,31,178,413,14.9,4,9.6,5,1061,14,245,1,0,2,0,25,56
280511,208.0,19.2,5.0,21,211,155,3.7,0.8,5.9,1,82,7,18,1,0,1,0,16,13
279936,373.0,24.2,7.0,42,527,41,27.6,1.9,11.6,2,275,11,68,0,0,0,0,3,4
275604,649.0,64.4,13.0,29,91,350,9.6,1.7,8.3,6,1766,18,43,1,0,1,0,23,28
258268,360.0,12.4,1.0,0,146,734,60.9,2.6,9.6,6,1306,22,53,4,0,1,0,117,31
165361,305.0,12.8,2.0,193,639,568,8.2,1.1,38.8,0,3194,7,75,5,0,2,0,31,16
14333,268.0,9.4,2.0,13,579,258,36.6,6.5,11.7,3,4649,34,144,2,0,2,0,30,41
273668,463.0,33.2,11.0,40,1704,856,27.3,7.9,18.8,3,4812,56,367,3,0,6,1,66,154
231834,446.0,17.6,5.0,23,54,367,60,4.3,15,4,939,7,44,4,0,7,0,52,44
24362,610.0,46.8,18.0,110,1186,412,13.6,1.9,32.9,3,1841,8,622,3,0,10,0,60,71
216079,160.0,13.8,2.0,0,4,194,8.4,1.3,2.1,5,1047,78,13,1,0,1,0,22,25
14279,245.0,21.8,4.0,4,242,189,10.7,2.1,3.7,1,3276,28,81,1,0,1,0,12,78
218229,294.0,13.2,2.0,0,263,546,38.2,4.3,8.2,2,1359,24,58,3,0,7,0,40,129
19346,200.0,9.4,1.0,3,464,181,23.6,1.9,5.7,3,364,5,42,1,0,3,0,6,33
11971,178.0,3.1,0.0,0,35,104,31.4,1.6,5.5,1,39,0,25,2,0,4,0,23,95
236611,683.0,45.7,9.0,175,903,404,5.4,2.3,61.1,0,562,1,95,4,0,29,1,52,8
254381,119.0,7.4,1.0,0,130,729,13.2,5.6,2.2,0,236,21,87,1,0,1,0,31,48
89767,170.0,3,0.0,0,325,107,29.9,3.1,6,1,228,8,13,1,0,2,0,20,66
23990,759.0,64.9,22.0,103,2603,372,15.6,3.8,29.9,6,3106,87,666,4,0,8,0,42,26
14221,224.0,17.5,2.0,0,450,1127,16.4,11,4.8,2,7435,41,188,3,0,2,0,56,492
221018,344.0,22.6,4.0,14,841,302,26.2,2.2,9.3,4,2434,9,47,2,0,4,0,39,106
254660,526.0,12.2,2.0,37,145,819,85.6,7.2,19.3,10,5619,111,103,5,1,13,1,104,272
218593,453.0,17.7,4.0,9,443,615,62.3,11.5,17.1,4,6989,36,203,5,0,8,0,205,61
277085,626.0,19.2,3.0,0.5,1184,705,97.3,8,17.6,8,1338,29,162,9,1,13,0,96,299
239700,288.0,4,1.0,3,518,429,53.7,4,9.7,9,636,12,38,3,1,6,0,38,150
216542,241.0,5.4,1.0,173,370,560,25.1,3.1,23.4,5,1348,21,74,5,0,9,0,52,53
280859,614.0,24.5,13.0,247,877,492,60.1,3.3,37.3,2,1296,20,194,6,1,13,0,84,191
241774,630.0,24.7,12.0,65,1219,243,75.9,16.9,25.3,2,684,0,340,3,1,10,0,50,185
255596,703.0,34.8,13.0,39,509,1297,88.3,14,20.6,11,27578,57,295,6,1,11,1,268,134
241972,526.0,17.9,7.0,94,1006,351,58.4,4.5,30.6,7,738,0,202,5,1,13,0,51,152
279643,735.0,17.4,4.0,11,507,218,107.1,2.6,11.1,8,157,45,120,1,0,1,0,20,18
25315,283.0,14.6,2.0,0,299,489,34.4,3.2,5.2,3,222,6,32,3,0,7,0,25,94
25267,68.0,3.2,0.0,0,99,520,9.2,2.6,2.8,3,555,16,34,1,0,3,0,37,34
65361,223.0,17.5,3.0,9,796,57,11.8,2.5,6.2,2,365,2,160,2,0,2,0,11,14
82031,297.0,8.7,5.0,20,508,227,46.9,2,8.3,23,802,10,217,3,0,1,0,18,15
279881,312.0,14.9,5.0,16,393,173,32,1,10.5,1,354,3,83,1,0,2,0,10,12
90209,106.0,4.8,1.0,0.5,120,142,12.3,3.5,4.2,5,1537,15,23,1,0,2,0,21,43
141869,92.0,4.2,1.0,0,147,510,12.6,2.3,3.8,1,17221,135,155,2,0,2,0,38,33
14105,210.0,15.8,3.0,6,210,252,13.6,4.2,5.5,2,825,19,125,2,0,2,0,31,43
229461,261.0,18.8,5.0,91,343,303,14.3,1.8,9.9,3,403,16,185,2,0,3,0,26,54
61562,153.0,9.5,4.0,17,330,271,9.3,1.6,8.4,3,956,12,218,1,0,2,0,19,23
18412,81.0,6.8,1.0,0,3,56,4.6,0.3,0.9,0,1,4,25,0,0,0,0,4,0
31740,249.0,12.1,6.0,76,670,989,23,5.8,14.3,12,5619,20,290,3,0,7,0,100,115
18034,369.0,17.5,7.0,34,809,543,39.2,3.5,15.6,6,728,6,270,3,0,6,0,32,62
52705,124.0,5.6,3.0,11,45,280,19,3.1,3.3,3,391,7,21,1,0,2,0,39,48
14093,7.0,0.1,0.0,0,3,75,1.6,0.4,0.3,0,212,6,2,0,0,0,0,4,5
25259,411.0,19.9,12.0,59,876,754,45.6,3.4,13.5,4,580,24,283,1,0,5,1,57,24
148638,159.0,8.5,3.0,13,495,266,16.3,2.9,4,11,978,11,70,3,0,1,0,17,34
74654,591.0,35.5,14.0,46,805,86,56.3,6.6,12.6,1,1067,16,25,2,0,4,0,28,105
246655,192.0,12.9,2.0,3,1109,1174,16.7,10.8,6.3,2,8965,37,222,4,0,2,0,63,486
25263,180.0,15.8,8.0,31,331,248,9.6,3.9,2.2,3,1143,19,46,1,0,1,0,29,42
88698,270.0,9,5.0,23,631,441,34.2,3.1,12.2,12,663,2,299,2,0,7,0,41,66
111658,174.0,0.4,0.0,0,90,919,39.1,5.3,4.7,2,233,43,48,2,0,3,1,52,37
274769,310.0,21.9,8.0,38,681,514,13.6,4.8,16.6,4,1078,20,490,1,0,5,0,42,46
228768,211.0,10.2,2.0,93,300,95,22.6,1.2,6.9,1,268,2,45,2,0,3,0,15,62
218370,415.0,31.2,9.0,37,406,320,17.8,1.7,16.8,3,1280,13,467,1,0,5,0,31,51
18251,214.0,6.3,4.0,18,897,80,28.1,1.4,10.2,1,162,0,230,2,0,4,0,22,76
229117,481.0,20.2,4.0,7,236,741,57.2,7.5,13.9,4,479,27,212,4,0,5,0,72,149
78554,300.0,26.9,17.0,91,211,552,12.3,3.6,6.8,2,434,14,175,1,0,2,0,27,34
229584,150.0,9.4,2.0,9,103,518,12.5,2.9,6.1,6,922,30,155,1,0,2,0,35,52
20945,77.0,5.6,1.0,0,239,200,6.7,2.2,1,4,3477,31,12,0,0,1,0,12,15
268832,271.0,6.8,1.0,10,1540,559,43.3,5.2,12.3,5,6834,55,173,3,0,2,0,80,60
253160,916.0,61.4,10.0,6,808,1997,65.7,16.1,20.4,11,26762,213,556,9,0,7,1,185,364
146711,263.0,12.1,3.0,37,806,321,17.6,5,19.3,3,788,23,80,2,0,9,0,27,14
271052,258.0,0.9,0.0,0,320,992,47.7,10.8,15.6,4,946,5,183,8,0,3,0,103,131
256060,328.0,2.6,1.0,0.5,864,461,58.9,8.9,16.9,8,9251,82,134,4,0,5,0,42,100
266802,407.0,13.6,2.0,0,89,936,56,17.2,18.3,3,3763,42,100,3,0,4,0,99,327
279886,332.0,13.6,4.0,68,1538,342,31.7,2,19.5,4,2716,8,137,3,0,4,0,41,109
241061,356.0,14.4,5.0,38,1532,763,31.9,3.8,16.5,8,265,23,81,3,0,6,0,46,39
272553,515.0,36.2,16.0,99,917,861,23.8,2.3,24.7,3,4007,34,137,3,0,10,1,56,34
246070,378.0,18.5,4.0,20,503,845,36.2,13.4,17.8,1,449,15,103,5,1,6,0,95,316
273249,532.0,26.6,9.0,128,848,357,49.4,5.1,26.5,5,4083,37,143,4,0,3,0,40,40
262201,399.0,6.3,1.0,0,1667,782,68.5,17.5,18.7,13,8657,28,215,8,0,5,0,76,152
258864,403.0,23.2,10.0,118,1829,308,10,0.6,36.7,5,622,4,286,1,0,14,0,34,19
234125,323.0,14,8.0,45,1020,334,32,3.3,17.5,22,1894,10,484,2,0,3,0,33,12
273253,371.0,17.6,7.0,55,1656,420,33.7,3,19.7,5,3885,16,124,3,0,4,0,40,75
16797,249.0,8.9,4.0,22,542,763,27.7,4.4,12.4,10,5296,52,121,2,0,5,0,36,44
16821,449.0,27.7,12.0,176,1364,981,18.8,5.8,30.6,3,3518,10,354,5,0,13,0,57,253
22573,342.0,15.3,3.0,186,531,853,42.2,4.5,10.3,4,249,27,44,2,0,5,1,52,48
239635,560.0,32.2,15.0,91,826,1473,50.5,6.7,20,3,11169,125,163,4,1,9,1,90,63
12904,199.0,11.3,2.0,10,121,101,18.5,2.1,6.6,1,1608,25,30,4,0,2,0,4,5
229506,348.0,10.4,2.0,6,916,725,48.9,9.9,15.9,10,2934,35,199,4,0,5,0,84,160
101494,418.0,22.4,4.0,14,1603,1036,41.8,3.6,14.8,5,9618,68,245,4,0,5,0,107,51
234932,513.0,46.2,16.0,114,569,324,4.7,0.4,20.9,2,174,3,46,1,0,7,0,22,7
261960,536.0,11.1,3.0,59,1824,850,80.4,7.5,28,16,816,5,90,6,0,19,1,92,208
21740,380.0,5.9,1.0,0,514,497,70.3,4.7,12,9,146,13,64,4,1,9,0,61,200
189535,275.0,4.6,2.0,14,80,183,44.7,1.8,12.8,2,180,0,143,2,1,7,0,37,140
11791,601.0,27.7,8.0,163,832,371,57.7,2.4,28.4,2,231,0,184,4,1,14,0,57,197
22252,511.0,26.6,12.0,106,834,533,40.4,3.3,25.9,9,717,2,266,3,1,13,0,57,114
24076,252.0,8.5,3.0,34,1535,597,28.9,2.9,15.4,6,415,9,35,3,0,8,0,44,85
11732,358.0,10.2,2.0,27,69,246,45.5,3.2,19.5,2,352,25,46,3,1,13,0,43,136
260061,653.0,12.8,2.0,0,410,1534,118.6,18.5,20.6,19,439,33,140,7,1,16,1,139,373
237324,391.0,19.6,8.0,46,723,299,35,1.3,18,6,717,0,276,2,0,8,0,41,99
49227,558.0,27.5,12.0,126,540,793,34.2,1.3,42.2,2,1439,32,353,33,0,11,0,33,45
12057,936.0,34.1,17.0,126,1899,856,94.2,10.1,60.4,8,4695,50,546,6,1,27,1,110,236
260579,692.0,17,2.0,0,305,966,113.2,10,24,3,17238,138,204,7,1,28,3,119,405
277017,649.0,23.6,9.0,120,664,968,72.3,6.8,37.7,3,1539,18,282,8,1,19,1,97,195
263397,526.0,8.9,4.0,112,252,374,86.3,4.2,25.9,4,397,7,68,6,0,11,0,74,227
277133,523.0,24.6,13.0,61,958,390,50.8,3.4,23.6,4,1248,7,256,3,1,11,0,57,161
11680,554.0,28.6,14.0,225,1271,410,46.1,3.1,27.5,2,1022,8,177,4,1,11,0,56,162
241945,656.0,26.7,4.0,98,2373,1020,52.8,6.6,52.9,8,6104,82,77,4,0,30,1,518,101
268053,1179.0,82.7,20.0,104,3124,668,79.6,8.3,32,12,590,4,218,5,1,13,0,78,200
279538,746.0,32.4,10.0,243,603,807,85.9,10,29.6,1,494,13,304,6,1,14,0,97,335
11989,369.0,25.9,14.0,76,406,241,18.1,1.5,16.1,1,4716,2,429,2,0,5,0,50,99
168579,587.0,20.2,4.0,0,930,622,87.1,7,16.2,33,6450,53,87,3,1,11,0,87,190
214575,694.0,20,11.0,85,609,886,93.3,6.7,29.5,8,1526,20,188,7,0,12,0,107,254
276248,373.0,7.2,2.0,6,157,374,69.5,10.2,14.2,2,3694,40,141,2,0,2,0,44,81
11724,793.0,43.1,12.0,85,455,630,67.3,3.6,31.8,5,155,4,37,5,1,18,0,72,215
269771,748.0,36.2,22.0,124,87,383,90.1,5.3,19.5,7,226,36,65,4,1,12,0,70,279
214576,399.0,20.2,5.0,19,239,210,42.7,1.9,10.8,2,326,5,21,2,1,7,0,35,139
11819,383.0,12.1,5.0,59,1114,367,41.2,2.9,25.2,6,253,1,36,3,1,11,0,45,120
11772,524.0,30.9,13.0,145,1587,731,31.9,2.9,29.6,7,1043,16,202,4,0,12,0,59,99
213636,619.0,26.3,14.0,134,1674,568,53.2,2.6,40.2,5,995,3,86,4,1,26,1,73,151
62212,455.0,14.4,6.0,70,213,539,47.9,3.3,32.2,4,1011,10,205,3,1,20,1,70,156
12040,273.0,1.3,0.0,0,716,606,55.9,5,10.3,6,1139,19,59,4,1,8,0,60,154
23711,326.0,13.6,6.0,53,671,250,28.6,1.4,21.4,2,743,20,153,2,0,10,0,36,82
263413,486.0,9.3,1.0,80,160,641,77.5,5.4,22.4,7,2109,51,75,6,1,12,0,84,257
275528,519.0,15.2,8.0,48,509,493,65.6,3.7,29.6,3,1076,22,632,3,1,12,0,71,200
189576,491.0,8.3,3.0,120,876,1192,65.9,11.5,42.4,11,1804,22,199,7,0,24,1,117,49
240284,535.0,14.8,9.0,45,1646,637,73.4,5.7,25.9,9,1790,44,510,7,1,11,0,73,206
242035,628.0,40.1,17.0,139,1260,327,41,2.3,26.6,7,273,1,75,2,0,7,0,39,105
212496,661.0,30.1,13.0,107,919,818,64.6,6.7,32.5,15,780,3,55,5,0,17,1,77,127
277123,495.0,31.6,14.0,237,333,333,26,1.5,24.1,2,1252,16,88,4,0,10,0,54,84
231233,729.0,39.3,19.0,131,1451,534,55.3,2.8,38,5,747,1,351,5,0,15,0,69,138
202881,875.0,37.5,11.0,175,932,918,68.1,5.1,54.1,7,1676,38,119,9,1,32,1,99,206
234636,558.0,22.7,8.0,49,1055,588,62.6,3.9,23.7,6,896,17,141,5,1,12,0,59,187
257380,488.0,10.8,3.0,213,334,317,74.8,3.2,20.7,3,245,0,45,4,1,13,0,59,259
266888,555.0,21,3.0,3,130,613,76.8,4.9,15.6,3,1741,27,140,4,1,11,0,84,282
278239,605.0,25.7,5.0,131,720,300,70.9,3.5,22.5,12,365,5,46,4,1,12,0,62,184
266525,371.0,7.9,2.0,99,144,333,57.8,2.8,16.7,3,151,1,106,3,1,10,0,49,195
94754,1046.0,52.4,8.0,87,930,599,106.5,5.4,35.9,5,533,7,387,8,1,18,0,102,314
255389,515.0,20.6,3.0,0,251,1196,74,15.3,19.7,7,2041,237,244,8,1,11,1,112,298
12002,435.0,17.5,7.0,111,373,539,45.4,4.3,22.8,3,321,20,41,5,1,11,0,60,150
204324,531.0,27.6,9.0,61,1763,196,43.9,4.6,25.9,2,1166,34,29,2,0,3,0,36,110
241968,297.0,8.2,1.0,0,1326,173,47.3,5.9,8.8,6,1421,13,25,3,0,4,0,27,96
239549,735.0,35.2,11.0,48,1077,632,77.2,4,29.3,4,573,23,271,4,0,5,0,841,23
142709,329.0,11.1,2.0,0,883,441,47.5,9.9,11.9,5,761,25,64,4,0,5,0,47,140
237540,650.0,35.6,8.0,22,626,681,61.5,4.4,25.1,8,691,25,348,5,0,4,0,667,46
263381,524.0,22,10.0,122,1093,924,63.3,5.5,20.2,13,1590,31,83,6,1,10,0,81,169
265334,418.0,16.1,6.0,31,417,593,50,4.6,18.9,3,1646,39,380,4,1,9,0,78,196
257474,387.0,11.6,4.0,26,720,101,53,4.1,17.5,0,77,0,117,0,0,3,0,9,3
24079,314.0,18.3,11.0,46,313,113,31.3,1,7.2,1,532,0,6,1,0,0,0,401,1
264948,519.0,17.2,6.0,218,479,305,65,2.8,24.4,3,307,0,198,4,1,12,0,57,227
